,id,title,location,city,price,original_price,discount,m2,hab,floor,air,terrace,storage,elevator,garage,outside,wardrobes,pool,garden,satus,energy,co2,status
816,102492990,Piso en venta en Vilapicina i la Torre Llobeta,Nou Barris, Barcelona,199000,199000,0,80,3,NaN,False,False,False,True,False,False,False,False,False,Buen estado,NaN,NaN,
817,105008436,Piso en venta en Can Peguera - El Turó de la Peira,Nou Barris, Barcelona,187000,187000,0,68,3,Planta 3ª exterior con ascensor,True,False,False,True,False,True,False,False,False,Buen estado,NaN,NaN,
818,102550380,Piso en venta en La Trinitat Nova,Nou Barris, Barcelona,164000,164000,0,80,3,Planta 1ª con ascensor,False,False,False,True,False,False,False,False,False,Buen estado,NaN,NaN,
819,103807657,Piso en venta en Ciutat Meridiana - Torre Baró - Vallbona,Nou Barris, Barcelona,95500,95500,0,82,3,NaN,False,False,False,True,False,False,False,False,False,Buen estado,NaN,NaN,
820,99090059,Estudio en venta en calle de les Torres,Les Roquetes, Barcelona,75000,75000,0,177,NaN,NaN,True,False,True,True,False,False,False,False,False,Buen estado,NaN,NaN,
821,102819628,Estudio en venta en Ciutat Meridiana - Torre Baró - Vallbona,Nou Barris, Barcelona,135000,135000,0,66,NaN,Bajo con ascensor,False,False,False,True,False,False,False,False,False,Buen estado,NaN,NaN,
822,103909149,"Piso en venta en calle casals, 29",Verdun, Barcelona,175000,175000,0,62,2,Planta 3ª exterior sin ascensor,True,False,False,True,False,True,False,False,False,Buen estado,NaN,NaN,
823,104830909,Estudio en venta en La Prosperitat,Nou Barris, Barcelona,173500,173500,0,65,NaN,Bajo,False,False,False,False,False,False,False,False,False,Buen estado,NaN,NaN,
824,103419041,Estudio en venta en Ciutat Meridiana - Torre Baró - Vallbona,Nou Barris, Barcelona,136000,136000,0,74,NaN,Planta 5ª sin ascensor,False,False,False,True,False,False,False,False,False,Buen estado,NaN,NaN,
825,82687546,"Piso en venta en calle de Casals, 29",Verdun, Barcelona,180000,180000,0,60,2,Planta 2ª exterior sin ascensor,True,False,False,True,False,True,False,False,False,Buen estado,NaN,NaN,
826,102820834,Estudio en venta en Ciutat Meridiana - Torre Baró - Vallbona,Nou Barris, Barcelona,82500,82500,0,60,NaN,Planta 2ª sin ascensor,False,False,False,True,False,False,False,False,False,Buen estado,NaN,NaN,
827,102777664,Estudio en venta en La Prosperitat,Nou Barris, Barcelona,107600,107600,0,59,NaN,Planta 1ª sin ascensor,False,False,False,True,False,False,False,False,False,Buen estado,NaN,NaN,
828,105729380,"Piso en venta en paseo de Fabra i Puig, 329",Can Peguera - El Turó de la Peira, Barcelona,215000,215000,0,65,3,Bajo interior con ascensor,True,False,False,True,False,True,False,False,False,Buen estado,NaN,NaN,
829,102550968,Piso en venta en La Trinitat Nova,Nou Barris, Barcelona,152000,152000,0,78,3,Planta 1ª sin ascensor,False,False,False,True,False,False,False,False,False,Buen estado,NaN,NaN,
830,105187687,Estudio en venta en Ciutat Meridiana - Torre Baró - Vallbona,Nou Barris, Barcelona,132500,132500,0,72,NaN,Planta 3ª,False,False,False,False,False,False,False,False,False,Buen estado,NaN,NaN,
831,102328751,Piso en venta en Verdun,Nou Barris, Barcelona,119000,119000,0,57,3,NaN,False,False,False,False,False,False,False,False,False,Buen estado,NaN,NaN,
832,104351596,"Piso en venta en calle del Pla de Fornells, 35",Les Roquetes, Barcelona,180000,180000,0,77,2,Planta 2ª exterior con ascensor,False,False,False,True,False,True,False,False,False,Buen estado,NaN,NaN,
